HS 8 digit code ,HS 8 digit code (no decimal),HS 10 digit code,"Customs value in $, 2017",Reader friendly descriptions,Product description,Tariff (%),Proposed higher tariff (%)
5208.11.20,52081120,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight not over 100 g/m2, unbleached, of number 42 or lower.",0.1,0.25
5208.11.40,52081140,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight not over 100 g/m2, unbleached, of numbers 43-68.",0.1,0.25
5208.11.60,52081160,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, wt n/o 100 g/m2, unbleached, of number 69 or over, for typewriter ribbon.",0.1,0.25
5208.11.80,52081180,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight not over 100 g/m2, unbleached, of number 69 or over, nesoi.",0.1,0.25
5208.12.40,52081240,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight over 100 but n/o 200 g/m2, unbleached, of numbers 42 or lower.",0.1,0.25
5208.12.60,52081260,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight over 100 but n/o 200 g/m2, unbleached, of numbers 43-68.",0.1,0.25
5208.12.80,52081280,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight over 100 but n/o 200 g/m2, unbleached, of number 69 or over.",0.1,0.25
5208.13.00,52081300,,,,"Unbleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, containing 85% or more of cotton by weight, weighing not over 200 g/m2.",0.1,0.25
5208.19.20,52081920,,,,"Unbleached satin or twill weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 200 g/m2, nesoi.",0.1,0.25
5208.19.40,52081940,,,,"Unbleached woven fabrics of cotton, nesoi, 85% or more of cotton by weight, weighing not more than 200 g/m2, of number 42 or lower.",0.1,0.25
5208.19.60,52081960,,,,"Unbleached woven fabrics of cotton, nesoi, 85% or more of cotton by weight, weighing not more than 200 g/m2, of numbers 43-68.",0.1,0.25
5208.19.80,52081980,,,,"Unbleached woven fabrics of cotton, nesoi, 85% or more of cotton by weight, weighing not more than 200 g/m2, of number 69 or higher.",0.1,0.25
5208.21.20,52082120,,,,"Woven cotton fabric, 85 percent or more cotton by weight, plain weave, not over 100 g/m2, bleached, of number 42 or lower.",0.1,0.25
5208.21.40,52082140,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, not over 100 g/m2, bleached, of numbers 43-68.",0.1,0.25
5208.21.60,52082160,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, not over 100 g/m2, bleached, of number 69 or higher.",0.1,0.25
5208.22.40,52082240,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, over 100 but n/o 200 g/m2, bleached, of number 42 or lower.",0.1,0.25
5208.22.60,52082260,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, over 100 but n/o 200 g/m2, bleached, of numbers 43-68.",0.1,0.25
5208.22.80,52082280,,,,"Woven cotton fabric, 85% or more cotton by weight, plain weave, over 100 but n/o 200 g/m2, bleached, of number 69 or higher.",0.1,0.25
5208.23.00,52082300,,,,"Woven cotton fabric, >= 85% by wt. cotton, <= 200 g/m2, bleached, exc. plain weave, 3- or 4-thread twill.",0.1,0.25
5208.29.20,52082920,,,,"Bleached satin or twill weave fabrics, containing 85% or more cotton by weight, weighing not more than 200 g/m2, nesoi.",0.1,0.25
5208.29.40,52082940,,,,"Bleached woven fabrics of cotton, nesoi, 85% or more cotton by weight, weighing not more than 200 g/m2, of number 42 or lower.",0.1,0.25
5208.29.60,52082960,,,,"Bleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43-68.",0.1,0.25
5208.29.80,52082980,,,,"Bleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 69 or higher.",0.1,0.25
5208.31.20,52083120,,,,"Dyed plain weave certified hand-loomed fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2.",0.1,0.25
5208.31.40,52083140,,,,"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2, of number 42 or lower, nesoi.",0.1,0.25
5208.31.60,52083160,,,,"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2, of numbers 43-68, nesoi.",0.1,0.25
5208.31.80,52083180,,,,"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 100 g/m2, of number 69 or higher, nesoi.",0.1,0.25
5208.32.10,52083210,,,,"Dyed plain weave certified hand-loomed fabrics of cotton, cont. 85% or more cotton by weight, weighing over 100 g/m2 but not over 200 g/m2.",0.1,0.25
5208.32.30,52083230,,,,"Dyed plain weave fabrics of cotton, nesoi, 85% or more cotton by weight, over 100 g/m2 but not more than 200 g/m2, of number 42 or lower.",0.1,0.25
5208.32.40,52083240,,,,"Dyed plain weave fabrics of cotton, nesoi, 85% or more cotton by weight, over 100 g/m2 but not more than 200 g/m2, of numbers 43-68.",0.1,0.25
5208.32.50,52083250,,,,"Dyed plain weave fabrics of cotton, nesoi, 85% or more cotton by weight, over 100 g/m2 but not more than 200 g/m2, of number 69 or higher.",0.1,0.25
5208.33.00,52083300,,,,"Dyed 3- or 4-thread twill fabrics of cotton, including cross twill, 85% or more cotton by weight, weighing not more than 200 g/m2.",0.1,0.25
5208.39.20,52083920,,,,"Dyed satin or twill weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 200 g/m2, nesoi.",0.1,0.25
5208.39.40,52083940,,,,"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 42 or lower.",0.1,0.25
5208.39.60,52083960,,,,"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43-68.",0.1,0.25
5208.39.80,52083980,,,,"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 69 or higher.",0.1,0.25
5208.41.20,52084120,,,,"Plain weave certified hand-loomed fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of yarns of different colors.",0.1,0.25
5208.41.40,52084140,,,,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, number 42 or lower, of yarns of different colors.",0.1,0.25
5208.41.60,52084160,,,,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68, of yarns of different colors.",0.1,0.25
5208.41.80,52084180,,,,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2, of number 69 or higher, of yarn of different colors.",0.1,0.25
5208.42.10,52084210,,,,"Plain weave certified hand-loomed fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, of yarns of different colors.",0.1,0.25
5208.42.30,52084230,,,,"Plain weave fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, of numbers 42 or lower, of yarns of different colors.",0.1,0.25
5208.42.40,52084240,,,,"Plain weave fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, of numbers 43-68, of yarns of different colors.",0.1,0.25
5208.42.50,52084250,,,,"Plain weave fabrics of cotton, 85% or more cotton by weight, over 100 but n/o 200 g/m2, number 69 or higher, of yarns of different colors.",0.1,0.25
5208.43.00,52084300,,,,"3- or 4-thread twill fabrics of cotton, including cross twill, 85% or more cotton by weight, not over 200 g/m2, of yarns of different colors.",0.1,0.25
5208.49.20,52084920,,,,"Satin or twill weave fabrics of cotton, cont. 85% or more cotton by weight, weighing not over 200 g/m2, of yarns of different colors, nesoi.",0.1,0.25
5208.49.40,52084940,,,,"Woven fabrics of cotton, nesoi, 85% or more cotton by weight, wt. not more than 200 g/m2, of number 42 or lower, of yarns of different colors.",0.1,0.25
5208.49.60,52084960,,,,"Woven fabrics of cotton, nesoi, 85% or more cotton by weight, wt. not over 200 g/m2, of numbers 43-68, of yarns of different colors.",0.1,0.25
5208.49.80,52084980,,,,"Woven fabrics of cotton, nesoi, 85% or more cotton by weight, wt. not over 200 g/m2, of number 69 or higher, of yarns of different colors.",0.1,0.25
5208.51.20,52085120,,,,"Printed certified hand-loomed plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100 g/m2.",0.1,0.25
5208.51.40,52085140,,,,"Printed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not over 100 g/m2, of number 42 or lower.",0.1,0.25
5208.51.60,52085160,,,,"Printed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not over 100 g/m2, of numbers 43-68.",0.1,0.25
5208.51.80,52085180,,,,"Printed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing not over 100 g/m2, of number 69 or higher.",0.1,0.25
5208.52.10,52085210,,,,"Printed certified hand-loomed plain weave fabrics of cotton, 85% or more cotton by weight, wt. more than 100 g/m2 but not more than 200 g/m2.",0.1,0.25
5208.52.30,52085230,,,,"Printed plain weave fabrics of cotton, 85% or more cotton by weight, weighing over 100 g/m2 but not more than 200 g/m2, of number 42 or lower.",0.1,0.25
5208.52.40,52085240,,,,"Printed plain weave fabrics of cotton, 85% or more cotton by weight, weighing over 100 g/m2 but not more than 200 g/m2, of numbers 43-68.",0.1,0.25
5208.52.50,52085250,,,,"Printed plain weave fabrics of cotton, 85% or more cotton by weight, weighing over 100 g/m2 but not more than 200 g/m2, of number 69 or higher.",0.1,0.25
5208.59.10,52085910,,,,"Printed 3- or 4-thread twill fabrics of cotton, including cross twill, 85% or more cotton by weight, weighing not more than 200 g/m2.",0.1,0.25
5208.59.20,52085920,,,,"Printed satin or twill weave fabrics of cotton, containing 85% or more cotton by weight, weighing not more than 200 g/m2, nesoi.",0.1,0.25
5208.59.40,52085940,,,,"Printed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 42 or lower.",0.1,0.25
5208.59.60,52085960,,,,"Printed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of numbers 43-68.",0.1,0.25
5208.59.80,52085980,,,,"Printed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing not more than 200 g/m2, of number 69 or higher.",0.1,0.25
5209.11.00,52091100,,,,"Unbleached plain weave fabrics of cotton, 85 percent or more cotton by weight, weight more than 200 g/m2.",0.1,0.25
5209.12.00,52091200,,,,"Unbleached 3- or 4-thread twill fabrics of cotton, including cross twill, 85 percent or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.19.00,52091900,,,,"Unbleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200g/m2.",0.1,0.25
5209.21.00,52092100,,,,"Bleached plain weave fabrics of cotton, 85% or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.22.00,52092200,,,,"Bleached 3- or 4-thread twill fabrics of cotton, including cross twill, 85 percent or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.29.00,52092900,,,,"Bleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.31.30,52093130,,,,"Dyed, plain weave certified hand-loomed fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.31.60,52093160,,,,"Dyed, plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2, nesoi.",0.1,0.25
5209.32.00,52093200,,,,"Dyed 3- or 4-thread twill fabrics of cotton, including cross twill, containing 85% or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.39.00,52093900,,,,"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.41.30,52094130,,,,"Plain weave certified hand-loomed fabrics of cotton, cont. 85% or more cotton by weight, weighing over 200 g/m2, of yarns of different colors.",0.1,0.25
5209.41.60,52094160,,,,"Plain weave fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors.",0.1,0.25
5209.42.00,52094200,,,,"Denim containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors.",0.1,0.25
5209.43.00,52094300,,,,"3- or 4-thread twill fabrics of cotton, incl. cross twill, nesoi, 85% or more cotton by wt. weighing ov. 200 g/m2, of yarns of different colors.",0.1,0.25
5209.49.00,52094900,,,,"Woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2, of yarns of different colors.",0.1,0.25
5209.51.30,52095130,,,,"Printed plain weave certified hand-loomed fabrics of cotton, containing 85% or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.51.60,52095160,,,,"Printed plain weave fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.52.00,52095200,,,,"Printed 3- or 4-thread twill fabrics of cotton, including cross twill, containing 85% or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5209.59.00,52095900,,,,"Printed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight, weighing more than 200 g/m2.",0.1,0.25
5210.11.40,52101140,,,,"Unbleached plain weave fabrics of cotton, <85% cotton, mixed mainly/solely with man-made fibers, wt. <200 g/m2, of number 42 or lower.",0.1,0.25
5210.11.60,52101160,,,,"Unbleached plain weave fabrics of cotton, <85% cotton, mixed mainly/solely with man-made fibers, wt. <200 g/m2, of numbers 43-68.",0.1,0.25
5210.11.80,52101180,,,,"Unbleached plain weave fabrics of cotton, <85% cotton, mixed mainly/solely with man-made fibers, wt. <200 g/m2, of number 69 or higher.",0.1,0.25
5210.19.10,52101910,,,,"Unbleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, <85% cotton by wt., mixed mainly/solely with mm fibers, n/o 200 g/m2.",0.1,0.25
5210.19.20,52101920,,,,"Unbleached satin or twill weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely with man-made fibers, not more than 200 g/m2.",0.1,0.25
5210.19.40,52101940,,,,"Unbleached woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 42 or lower.",0.1,0.25
5210.19.60,52101960,,,,"Unbleached woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely with man-made fibers, n/o 200 g/m2, of numbers 43-68.",0.1,0.25
5210.19.80,52101980,,,,"Unbleached woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely w/man-made fibers, n/o 200 g/m2, of number 69 or higher.",0.1,0.25
5210.21.40,52102140,,,,"Bleached plain weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 42 or lower.",0.1,0.25
5210.21.60,52102160,,,,"Bleached plain weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely with man-made fibers, not over 200 g/m2, of numbers 43-68.",0.1,0.25
5210.21.80,52102180,,,,"Bleached plain weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 69 or higher.",0.1,0.25
5210.29.10,52102910,,,,"Bleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, <85% cotton by wt., mixed mainly/solely w/man-made fibers, n/o 200 g/m2.",0.1,0.25
5210.29.20,52102920,,,,"Bleached satin or twill weave fabrics of cotton, <85% cotton by weight, mixed mainly/solely with man-made fibers, not more than 200 g/m2.",0.1,0.25
5210.29.40,52102940,,,,"Bleached woven fabrics of cotton, nesoi, <85% cotton by weight, mixed mainly/solely w/man-made fibers, n/o 200 g/m2, of number 42 or lower.",0.1,0.25
5210.29.60,52102960,,,,"Bleached woven fabrics of cotton, nesoi, <85% cotton by weight, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of numbers 43-68.",0.1,0.25
5210.29.80,52102980,,,,"Bleached woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 69 or higher.",0.1,0.25
5210.31.40,52103140,,,,"Dyed plain weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely with man-made fibers, not over 200 g/m2, of number 42 or lower.",0.1,0.25
5210.31.60,52103160,,,,"Dyed plain weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely with man-made fibers, not over 200 g/m2, of numbers 43-68.",0.1,0.25
5210.31.80,52103180,,,,"Dyed plain weave cotton fabrics, <85% cotton by wt., mixed mainly/solely with man-made fibers, not over 200 g/m2, of number 69 or higher.",0.1,0.25
5210.32.00,52103200,,,,"Dyed 3 or 4-thread twill fabrics of cotton, incl. cross twill, <85% cotton by wt., mixed mainly/solely with man-made fibers, wt. n/o 200 g/m2.",0.1,0.25
5210.39.20,52103920,,,,"Dyed satin or twill weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely with man-made fibers, weighing not more than 200 g/m2.",0.1,0.25
5210.39.40,52103940,,,,"Dyed woven fabrics of cotton, nesoi, <85% cotton by weight, mixed mainly/solely w/man-made fibers, not over 200 g/m2, of number 42 or lower.",0.1,0.25
5210.39.60,52103960,,,,"Dyed woven fabrics of cotton, nesoi, <85% cotton by weight, mixed mainly/solely w/man-made fibers, not over 200 g/m2, of numbers 43-68.",0.1,0.25
5210.39.80,52103980,,,,"Dyed woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely w/man-made fibers, not over 200 g/m2, of number 69 or higher.",0.1,0.25
5210.41.40,52104140,,,,"Plain weave cotton fabrics, <85% cotton by wt., mixed mainly/solely w/mm fibers, n/o 200 g/m2, of number 42 or lower, of yarn of diff colors.",0.1,0.25
5210.41.60,52104160,,,,"Plain weave cotton fabrics, <85% cotton by wt, mixed mainly/solely w/mm fibers, n/o 200 g/m2, of numbers 43-68, of yarn of different colors.",0.1,0.25
5210.41.80,52104180,,,,"Plain weave cotton fabrics, <85% cotton by wt, mixed mainly/solely w/mm fibers, n/o 200 g/m2, number 69 or higher, of yarn of diff colors.",0.1,0.25
5210.49.10,52104910,,,,"3- or 4-thread twill fabrics of cotton, incl. cross twill, <85% cotton by wt., mixed mainly/solely w/mm fibers, n/o 200 g/m2, of yarn diff colors.",0.1,0.25
5210.49.20,52104920,,,,"Satin or twill weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely w/mm fibers, wt. n/o 200 g/m2, of yarn of different colors, nesoi.",0.1,0.25
5210.49.40,52104940,,,,"Woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely w/mm fibers, n/o 200 g/m2, of number 42 or lower, of yarn of diff colors.",0.1,0.25
5210.49.60,52104960,,,,"Woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely w/man-made fibers, n/o 200 g/m2, numbers 43-68, of yarn of diff colors.",0.1,0.25
5210.49.80,52104980,,,,"Woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly with m-m fibers, n/o 200 g/m2, number 69 or higher, of yarn of diff colors.",0.1,0.25
5210.51.40,52105140,,,,"Printed plain weave cotton fabrics, <85% cotton by wt., mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 42 or lower.",0.1,0.25
5210.51.60,52105160,,,,"Printed plain weave cotton fabrics, <85% cotton by wt., mixed mainly/solely with man-made fibers, n/o 200 g/m2, of numbers 43-68.",0.1,0.25
5210.51.80,52105180,,,,"Printed plain weave cotton fabrics, <85% cotton by weight, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 69 or higher.",0.1,0.25
5210.59.10,52105910,,,,"Printed 3- or 4-thread twill fabrics of cotton, incl. cross twill, <85% cotton by wt., mixed mainly/solely w/man-made fibers, n/o 200 g/m2.",0.1,0.25
5210.59.20,52105920,,,,"Printed satin or twill weave cotton fabrics, nesoi, <85% cotton by wt., mixed mainly/solely with man-made fibers, weighing n/o 200 g/m2.",0.1,0.25
5210.59.40,52105940,,,,"Printed woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely with man-made fibers, wt. n/o 200 g/m2, of number 42 or lower.",0.1,0.25
5210.59.60,52105960,,,,"Printed woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely with man-made fibers, weighing n/o 200 g/m2, of numbers 43-68.",0.1,0.25
5210.59.80,52105980,,,,"Printed woven fabrics of cotton, nesoi, <85% cotton by wt., mixed mainly/solely w/man-made fibers, weighing n/o 200 g/m2, number 69 or higher.",0.1,0.25
5211.11.00,52111100,,,,"Unbleached plain weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely with man-made fibers, over 200 g/m2.",0.1,0.25
5211.12.00,52111200,,,,"Unbleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, <85% cotton by wt., mixed mainly/solely w/man-made fiber, ov. 200 g/m2.",0.1,0.25
5211.19.00,52111900,,,,"Unbleached woven fabrics of cotton, nesoi, containing <85% cotton by weight, mixed mainly/solely with man-made fibers, more than 200 g/m2.",0.1,0.25
5211.20.21,52112021,,,,"Bleached plain weave fabrics of cotton, <85% cotton by weight, mixed mainly/solely with man-made fibers, over 200 g/m2.",0.1,0.25
5211.20.22,52112022,,,,"Bleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, <85% cotton by wt., mixed mainly/solely w/man-made fibers, over 200 g/m2.",0.1,0.25
5211.20.29,52112029,,,,"Bleached woven fabrics of cotton, nesoi, containing <85% cotton by weight, mixed mainly/solely with man-made fibers, more than 200g/m2.",0.1,0.25
5211.31.00,52113100,,,,"Dyed plain weave fabrics of cotton, containing <85% cotton by weight, mixed mainly/solely with man-made fibers, more than 200 g/m2.",0.1,0.25
5211.32.00,52113200,,,,"Dyed 3- or 4-thread twill fabrics of cotton, incl. cross twill, <85% cotton by wt., mixed mainly/solely w/man-made fibers, more than 200 g/m2.",0.1,0.25
5211.39.00,52113900,,,,"Dyed woven fabrics of cotton, nesoi, <85% cotton by weight, mixed mainly/solely with man-made fibers, weighing more than 200 g/m2.",0.1,0.25
5211.41.00,52114100,,,,"Plain weave fabrics of cotton, <85% cotton by weight, mixed mainly/solely with man-made fibers, over 200g/m2, of yarns of different colors.",0.1,0.25
5211.42.00,52114200,,,,"Denim containing <85% cotton by wt., mixed mainly/solely w/man-made fibers, weighing >200 g/m2, of yarns of different colors.",0.1,0.25
5211.43.00,52114300,,,,"3- or 4-thread twill fab. of cotton, incl cross twill, nesoi, <85% cotton wt., mixed mainly/solely w/mm fibers, ov. 200 g/m2, of yarn of diff colors.",0.1,0.25
5211.49.00,52114900,,,,"Woven fabrics of cotton, nesoi, <85% cotton by weight, mixed mainly/solely w/man-made fibers, over 200 g/m2, of yarns of different colors.",0.1,0.25
5211.51.00,52115100,,,,"Printed plain weave fabrics of cotton, <85% cotton by wt., mixed mainly/solely with man-made fibers, weighing more than 200 g/m2.",0.1,0.25
5211.52.00,52115200,,,,"Printed 3- or 4-thread twill fabrics of cotton, incl cross twill, <85% cotton by wt., mixed mainly/solely with man-made fibers, over 200 g/m2.",0.1,0.25
5211.59.00,52115900,,,,"Printed woven fabrics of cotton, nesoi, <85% cotton by weight, mixed mainly/solely with man-made fibers, weighing more than 200 g/m2.",0.1,0.25
5212.11.10,52121110,,,,"Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing not more than 200 g/m2, unbleached.",0.1,0.25
5212.11.60,52121160,,,,"Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, unbleached.",0.1,0.25
5212.12.10,52121210,,,,"Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing not more than 200 g/m2, bleached.",0.1,0.25
5212.12.60,52121260,,,,"Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, bleached.",0.1,0.25
5212.13.10,52121310,,,,"Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing not more than 200 g/m2, dyed.",0.1,0.25
5212.13.60,52121360,,,,"Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, dyed.",0.1,0.25
5212.14.10,52121410,,,,"Other woven fabrics of cotton, containing 36% or more of wool or fine hair, weighing not more than 200 g/m2, of yarns of different colors.",0.1,0.25
5212.14.60,52121460,,,,"Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, of yarns of different colors.",0.1,0.25
5212.15.10,52121510,,,,"Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing not more than 200 g/m2, printed.",0.1,0.25
5212.15.60,52121560,,,,"Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, printed.",0.1,0.25
5212.21.10,52122110,,,,"Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, unbleached.",0.1,0.25
5212.21.60,52122160,,,,"Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, unbleached.",0.1,0.25
5212.22.10,52122210,,,,"Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, bleached.",0.1,0.25
5212.22.60,52122260,,,,"Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, bleached.",0.1,0.25
5212.23.10,52122310,,,,"Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, dyed.",0.1,0.25
5212.23.60,52122360,,,,"Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, dyed.",0.1,0.25
5212.24.10,52122410,,,,"Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, of yarns of different colors.",0.1,0.25
5212.24.60,52122460,,,,"Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, of yarns of different colors.",0.1,0.25
5212.25.10,52122510,,,,"Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, printed.",0.1,0.25
5212.25.60,52122560,,,,"Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, printed.",0.1,0.25
5301.10.00,53011000,,,,"Flax, raw or retted.",0.1,0.25
5301.21.00,53012100,,,,"Flax, broken or scutched.",0.1,0.25
5301.29.00,53012900,,,,"Flax, hackled or otherwise processed, except broken or scutched but not spun.",0.1,0.25
5301.30.00,53013000,,,,Flax tow and waste (including yarn waste and garnetted stock).,0.1,0.25
5302.10.00,53021000,,,,"True hemp, raw or retted.",0.1,0.25
5302.90.00,53029000,,,,"True hemp, processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock).",0.1,0.25
5303.10.00,53031000,,,,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), raw or retted.",0.1,0.25
5303.90.00,53039000,,,,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), processed but not spun; tow and waste of these fibers.",0.1,0.25
5305.00.00,53050000,,,,"Coconut, abaca, ramie, other veg. fibers, nesoi, raw or processed, not spun; tow noils and their wastes (incl. yarn waste and garnetted stock.",0.1,0.25
5306.10.00,53061000,,,,"Flax yarn, single.",0.1,0.25
5306.20.00,53062000,,,,"Flax yarn, multiple (folded) or cabled.",0.1,0.25
5307.10.00,53071000,,,,"Yarn of jute or other textile bast fibers (excluding flax, true hemp, and ramie), single.",0.1,0.25
5307.20.00,53072000,,,,"Yarn of jute or other textile bast fibers (excluding flax, true hemp, and ramie), multiple (folded) or cabled.",0.1,0.25
5308.10.00,53081000,,,,Coir yarn.,0.1,0.25
5308.20.00,53082000,,,,True hemp yarn.,0.1,0.25
5308.90.10,53089010,,,,Paper yarn.,0.1,0.25
5308.90.90,53089090,,,,"Yarn of other vegetable textile fibers, nesoi.",0.1,0.25
5309.11.00,53091100,,,,"Woven fabrics of flax, containing 85 percent or more by weight of flax, unbleached or bleached.",0.1,0.25
5309.19.00,53091900,,,,"Woven fabrics of flax, containing 85 percent or more by weight of flax, other than unbleached or bleached.",0.1,0.25
5309.21.20,53092120,,,,"Woven fabrics of flax, containing less than 85% by weight of flax, containing over 17% of wool or fine animal hair, unbleached or bleached.",0.1,0.25
5309.21.30,53092130,,,,"Woven fabrics of flax, <85% by wt of flax, unbleached or bleached, containing <17% by wt of wool and containing cotton and manmade fibers.",0.1,0.25
