HS 8 digit code ,HS 8 digit code (no decimal),HS 10 digit code,"Customs value in $, 2017",Reader friendly descriptions,Product description,Tariff (%),Proposed higher tariff (%)
0306.17.00,03061700,,,,"Other shrimps and prawns, cooked in shell or uncooked, dried, salted or in brine, frozen.",0.1,0.25
0306.19.00,03061900,,,,"Crustateans, nesoi (including flours, meals and pellets of crustaceans fit for human consumption), cooked in shell or uncooked, etc., frozen.",0.1,0.25
0306.31.00,03063100,,,,"Live rock lobster and other sea crawfish, frozen or chilled.",0.1,0.25
0306.32.00,03063200,,,,"Live lobsters (Homarus spp.), frozen or chilled, except rock lobster.",0.1,0.25
0306.33.20,03063320,,,,"Crabmeat, fresh or chilled.",0.1,0.25
0306.33.40,03063340,,,,"Live crabs, fresh or chilled, other than crabmeat.",0.1,0.25
0306.34.00,03063400,,,,"Live Norway lobsters, frozen or chilled.",0.1,0.25
0306.35.00,03063500,,,,"Cold water shrimps and prawns, shell-on or peeled, live, frozen, or chilled.",0.1,0.25
0306.36.00,03063600,,,,"Shrimps and prawns, other than cold water shrimp, shell-on or peeled, live, frozen or chilled.",0.1,0.25
0306.39.00,03063900,,,,"Flours, meals and pellets of crustaceans, fress or chilled, fit for human consumption, or other crustaceans, live, fresh or chilled.",0.1,0.25
0306.91.00,03069100,,,,Rock lobster and other sea crawfish nesoi.,0.1,0.25
0306.92.00,03069200,,,,"Lobsters (Homarus SPP.), except rock lobster nesoi.",0.1,0.25
0306.93.20,03069320,,,,"Crabmeat, nesoi.",0.1,0.25
0306.93.40,03069340,,,,"Crabs, other than crabmeat, nesoi.",0.1,0.25
0306.94.00,03069400,,,,"Norway lobsters (Nephrops Norvegicus), nesoi.",0.1,0.25
0306.95.00,03069500,,,,"Other shrimps and prawns, shell-on or peeled.",0.1,0.25
0306.99.00,03069900,,,,"Flours, meals and pellets of crustaceans, fit for human consumption or crustraceans nesoi.",0.1,0.25
0307.11.00,03071100,,,,"Oysters, whether in shell or not, live, fresh, or chilled.",0.1,0.25
0307.12.00,03071200,,,,"Oysters, frozen.",0.1,0.25
0307.19.01,03071901,,,,"Oysters, fresh or chilled.",0.1,0.25
0307.21.00,03072100,,,,"Scallops, including queen scallops, whether in shell or not, live, fresh or chilled.",0.1,0.25
0307.22.00,03072200,,,,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten, frozen.",0.1,0.25
0307.29.01,03072901,,,,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten, dried, salted or in brine.",0.1,0.25
0307.31.00,03073100,,,,"Mussels, whether in shell or not, live, fresh or chilled.",0.1,0.25
0307.32.00,03073200,,,,"Mussels (Mytilus Spp., Perna Spp.), frozen.",0.1,0.25
0307.39.01,03073901,,,,"Mussels (Mytilus Spp., Perna Spp.), dried, salted or in brine.",0.1,0.25
0307.42.00,03074200,,,,"Squid or cuttle fish, live, fresh or chilled.",0.1,0.25
0307.43.00,03074300,,,,"Squid or cuttle fish, frozen.",0.1,0.25
0307.49.01,03074901,,,,"Squid or cuttle fish, dried, salted or in brine.",0.1,0.25
0307.51.00,03075100,,,,"Octopus, live, fresh or chilled.",0.1,0.25
0307.52.00,03075200,,,,"Octopus, frozen.",0.1,0.25
0307.59.01,03075901,,,,"Octopus, dried, salted or in brine.",0.1,0.25
0307.60.00,03076000,,,,"Snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine.",0.1,0.25
0307.71.00,03077100,,,,"Clams, cockles and ark shells, whether in shell or not, live, fresh or chilled.",0.1,0.25
0307.72.00,03077200,,,,"Clams, cockles and ark shells, frozen.",0.1,0.25
0307.79.01,03077901,,,,"Clams, cockles and ark shells, dried salted or in brine.",0.1,0.25
0307.81.00,03078100,,,,"Abalone, whether in shell or not, live, fresh or chilled.",0.1,0.25
0307.82.00,03078200,,,,"Live stromboid conch, fresh or chilled.",0.1,0.25
0307.83.00,03078300,,,,"Abalone, including flours, meals and pellets fit for human consumption, frozen.",0.1,0.25
0307.84.00,03078400,,,,"Stromboid conchs (Strombus Spp.), frozen.",0.1,0.25
0307.87.00,03078700,,,,"Abalone, including edible flours, meals and pellets, nesoi.",0.1,0.25
0307.88.00,03078800,,,,"Stromboid conchs, nesoi.",0.1,0.25
0307.91.02,03079102,,,,"Conch and other molluscs nesoi, including flours, meals and pellets, fit for human consumption, live, fresh or chilled.",0.1,0.25
0307.92.00,03079200,,,,"Conch and other molluscs nesoi, including flours, meals and pellets, fit for human consumption, frozen.",0.1,0.25
0307.99.02,03079902,,,,"Molluscs, including flours, meals and pellets fit for human consumption, nesoi.",0.1,0.25
0308.11.00,03081100,,,,"Sea cucumbers, live, fresh or chilled.",0.1,0.25
0308.12.00,03081200,,,,Frozen sea cucumbers.,0.1,0.25
0308.19.01,03081901,,,,"Sea cucumbers, not frozen.",0.1,0.25
0308.21.00,03082100,,,,"Sea urchins, live, fresh or chilled.",0.1,0.25
0308.22.00,03082200,,,,Frozen sea urchins.,0.1,0.25
0308.29.01,03082901,,,,"Sea urchins, not frozen.",0.1,0.25
0308.30.00,03083000,,,,"Jellly fish, live, fresh, chilled, frozen, dried, salted smoked, or in brine.",0.1,0.25
0308.90.00,03089000,,,,"Other aquatic invertebrates, oth than molluscs & crustaceans, nesoi, live, fresh or chilled, dried, salted, smoked or in brine.",0.1,0.25
0404.10.05,04041005,,,,Whey protein concentrates.,0.1,0.25
0404.10.08,04041008,,,,"Modified whey (except protein conc.), subject to gen. note 15 of the HTS.",0.1,0.25
0404.10.11,04041011,,,,"Modified whey (except protein conc.), wheth/not conc. or sweetened, subject to add U.S. note 10 to Ch. 4.",0.1,0.25
0404.10.15,04041015,,,,"Modified whey (except protein conc.), wheth/not conc. or sweetened, not subject to gen. note 15 or.",0.1,0.25
0404.10.20,04041020,,,,"Fluid whey, whether or not concentrated or containing added sweeteners.",0.1,0.25
0404.10.48,04041048,,,,"Whey (except modified whey), dried, whether or not conc. or sweetened, subject to gen. note 15 of the HTS.",0.1,0.25
0404.10.50,04041050,,,,"Whey (except modified whey), dried, whether or not conc. or sweetened, subject to add. U.S. note 12 to Ch. 4.",0.1,0.25
0404.10.90,04041090,,,,"Whey (except modified whey), dried, whether or not conc. or sweetened, not subject to gen. note 15 or add U.S. nte 12 to Ch. 4.",0.1,0.25
0405.10.05,04051005,,,,Butter subject to general note 15 (outside quota).,0.1,0.25
0405.10.10,04051010,,,,Butter subject to quota pursuant to chapter 4 additional U.S. note 6.,0.1,0.25
0405.10.20,04051020,,,,Butter not subject to general note 15 and in excess of quota in chapter 4 additional U.S. note 6.,0.1,0.25
0407.19.00,04071900,,,,"Birds' eggs, in shell, fertilized eggs for incubation, other than Gallus domesticus.",0.1,0.25
0407.21.00,04072100,,,,"Birds' eggs, in shell, other fresh, not fertilized eggs for incubation, of species Gallus domesticus.",0.1,0.25
0407.29.00,04072900,,,,"Birds' eggs, in shell, other fresh, not fertilized eggs for incubation, other than species Gallus domesticus.",0.1,0.25
0407.90.00,04079000,,,,"Birds' eggs, in shell, fresh, preserved or cooked.",0.1,0.25
0408.11.00,04081100,,,,"Egg yolks, dried, whether or not containing added sweeteners.",0.1,0.25
0408.19.00,04081900,,,,"Egg yolks, other than dried, whether or not containing added sweeteners.",0.1,0.25
0408.99.00,04089900,,,,"Birds' eggs, not in shell, other than dried, whether or not containing added sweeteners.",0.1,0.25
0409.00.00,04090000,,,,Natural honey.,0.1,0.25
0410.00.00,04100000,,,,"Edible products of animal origin, nesoi.",0.1,0.25
0501.00.00,05010000,,,,"Human hair, unworked, whether or not washed and scoured; waste of human hair.",0.1,0.25
0502.10.00,05021000,,,,"Pigs', hogs' or boars' bristles and hair and waste thereof.",0.1,0.25
0502.90.00,05029000,,,,"Badger hair and other brushmaking hair, nesoi, and waste thereof.",0.1,0.25
0504.00.00,05040000,,,,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof.",0.1,0.25
0505.10.00,05051000,,,,"Feathers of a kind used for stuffing, and down.",0.1,0.25
0505.90.20,05059020,,,,Feather meal and waste.,0.1,0.25
0505.90.60,05059060,,,,Skins and parts of birds with their feathers or down (except meal and waste) nesoi.,0.1,0.25
0506.10.00,05061000,,,,Ossein and bones treated with acid.,0.1,0.25
0506.90.00,05069000,,,,"Bones & horn-cores, unworked, defatted, simply prepared (but not cut to shape) or degelatinized; powder & waste of these products.",0.1,0.25
0507.90.00,05079000,,,,"Tortoise shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared; waste and powder.",0.1,0.25
0508.00.00,05080000,,,,"Coral, shells, cuttlebone and similar materials, unworked or simply prepared, but not cut to shape; powder and waste thereof.",0.1,0.25
0510.00.40,05100040,,,,"Cantharides; bile; glands and other animal products nesoi, used in pharmaceutical products.",0.1,0.25
0511.10.00,05111000,,,,Bovine semen.,0.1,0.25
0511.91.00,05119100,,,,"Products of fish, crustaceans, molluscs or other aquatic invertebrates nesoi; dead animals of chapter 3, unfit for human consumption.",0.1,0.25
0511.99.20,05119920,,,,Parings and similar waste of raw hides or skins; glue stock nesoi.,0.1,0.25
0511.99.30,05119930,,,,"Animal products chiefly used as food for animals or as ingredients in such food, nesoi.",0.1,0.25
0511.99.33,05119933,,,,"Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material.",0.1,0.25
0511.99.36,05119936,,,,Natural sponges of animal origin.,0.1,0.25
0511.99.40,05119940,,,,"Animal products nesoi; dead animals of chapter 1, unfit for human consumption.",0.1,0.25
0703.10.20,07031020,,,,"Onion sets, fresh or chilled.",0.1,0.25
0703.10.30,07031030,,,,"Pearl onions not over 16 mm in diameter, fresh or chilled.",0.1,0.25
0703.10.40,07031040,,,,"Onions, other than onion sets or pearl onions not over 16 mm in diameter, and shallots, fresh or chilled.",0.1,0.25
0703.20.00,07032000,,,,"Garlic, fresh or chilled.",0.1,0.25
0703.90.00,07039000,,,,"Leeks and other alliaceous vegetables nesoi, fresh or chilled.",0.1,0.25
0704.10.20,07041020,,,,"Cauliflower and headed broccoli, fresh or chilled, if entered June 5 to October 15, inclusive, in any year.",0.1,0.25
0704.10.40,07041040,,,,"Cauliflower and headed broccoli, fresh or chilled, not reduced in size, if entered Oct. 16 through June 4, inclusive.",0.1,0.25
0704.10.60,07041060,,,,"Cauliflower and headed broccoli, fresh or chilled, reduced in size, if entered Oct. 16 through June 4, inclusive.",0.1,0.25
0704.90.20,07049020,,,,"Cabbage, fresh or chilled.",0.1,0.25
0704.90.40,07049040,,,,"Kohlrabi, kale and similar edible brassicas nesoi, including sprouting broccoli, fresh or chilled.",0.1,0.25
0706.10.05,07061005,,,,"Carrots, fresh or chilled, reduced in size.",0.1,0.25
0706.10.10,07061010,,,,"Carrots, fresh or chilled, not reduced in size, under 10 cm in length.",0.1,0.25
0706.10.20,07061020,,,,"Carrots, fresh or chilled, not reduced in size, 10 cm or over in length.",0.1,0.25
0706.10.40,07061040,,,,"Turnips, fresh or chilled.",0.1,0.25
0706.90.20,07069020,,,,"Radishes, fresh or chilled.",0.1,0.25
0706.90.30,07069030,,,,"Beets and horseradish, fresh or chilled.",0.1,0.25
0706.90.40,07069040,,,,"Salsify, celeriac, radishes and similar edible roots nesoi, fresh or chilled.",0.1,0.25
0707.00.50,07070050,,,,"Cucumbers, including gherkins, fresh or chilled, if entered May 1 to June 30, inclusive, or Sept. 1 to Nov. 30, inclusive, in any year.",0.1,0.25
0708.10.20,07081020,,,,"Peas, fresh or chilled, shelled or unshelled, if entered July 1 to Sept. 30, inclusive, in any year.",0.1,0.25
0708.10.40,07081040,,,,"Peas, fresh or chilled, shelled or unshelled, if entered Nov. 1 through the following June 30, inclusive.",0.1,0.25
0708.20.20,07082020,,,,"Cowpeas (other than black-eye peas), fresh or chilled, shelled or unshelled.",0.1,0.25
0708.20.90,07082090,,,,"Beans nesoi, fresh or chilled, shelled or unshelled.",0.1,0.25
0708.90.15,07089015,,,,"Lentils, fresh or chilled, shelled or unshelled.",0.1,0.25
0708.90.40,07089040,,,,"Leguminous vegetables nesoi, fresh or chilled, shelled or unshelled.",0.1,0.25
0709.40.20,07094020,,,,"Celery, other than celeriac, fresh or chilled, reduced in size.",0.1,0.25
0709.40.40,07094040,,,,"Celery, other than celeriac, fresh or chilled, not reduced in size, if entered April 15 to July 31, inclusive, in any year.",0.1,0.25
0709.40.60,07094060,,,,"Celery, other than celeriac, fresh or chilled, not reduced in size, if entered August 1 through the following April 14, inclusive.",0.1,0.25
0709.51.01,07095101,,,,"Mushrooms of the genus Agaricus, fresh or chilled.",0.1,0.25
0709.59.10,07095910,,,,"Truffles, fresh or chilled.",0.1,0.25
0709.59.90,07095990,,,,"Mushrooms, other than of the genus Agaricus, fresh or chilled.",0.1,0.25
0709.60.20,07096020,,,,"Chili peppers, fresh or chilled.",0.1,0.25
0709.60.40,07096040,,,,"Fruits of the genus capsicum (peppers) (ex. chili peppers) or of the genus pimenta (e.g., Allspice), fresh or chilled.",0.1,0.25
0709.93.20,07099320,,,,"Squash, fresh or chilled.",0.1,0.25
0709.99.05,07099905,,,,"Jicamas and breadfruit, fresh or chilled.",0.1,0.25
0709.99.10,07099910,,,,"Chayote (Sechium edule), fresh or chilled.",0.1,0.25
0709.99.14,07099914,,,,"Okra, fresh or chilled.",0.1,0.25
0709.99.30,07099930,,,,"Fiddlehead greens, fresh or chilled.",0.1,0.25
0709.99.45,07099945,,,,"Sweet corn, fresh or chilled.",0.1,0.25
0709.99.90,07099990,,,,"Vegetables, not elsewhere specified or included, fresh or chilled.",0.1,0.25
0710.10.00,07101000,,,,"Potatoes, uncooked or cooked by steaming or boiling in water, frozen.",0.1,0.25
0710.21.20,07102120,,,,"Peas, uncooked or cooked by steaming or boiling in water, frozen, if entered July 1 through September 30, inclusive, in any year.",0.1,0.25
0710.21.40,07102140,,,,"Peas, uncooked or cooked by steaming or boiling in water, frozen, if entered Jan. 1 through June 30, or Oct. 1 through Dec. 31, inclusive.",0.1,0.25
0710.22.10,07102210,,,,"Lima beans, uncooked or cooked by steaming or boiling in water, frozen, not reduced in size, entered Nov. 1 through the following May 31.",0.1,0.25
0710.22.15,07102215,,,,"Lima beans, frozen, entered June 1-October 31.",0.1,0.25
0710.22.20,07102220,,,,"Cowpeas (other than black-eye peas), uncooked or cooked by steaming or boiling in water, frozen, not reduced in size.",0.1,0.25
0710.22.25,07102225,,,,"Frozen string beans (snap beans), not reduced in size.",0.1,0.25
0710.22.37,07102237,,,,"Frozen beans nesoi, not reduced in size.",0.1,0.25
0710.22.40,07102240,,,,"Beans nesoi, uncooked or cooked by steaming or boiling in water, frozen, reduced in size.",0.1,0.25
0710.29.05,07102905,,,,"Chickpeas (garbanzos), uncooked or cooked by steaming or boiling in water, frozen.",0.1,0.25
0710.29.25,07102925,,,,"Pigeon peas, uncooked or cooked by steaming or boiling in water, frozen, if entered July 1 through September 30, inclusive, in any year.",0.1,0.25
0710.29.30,07102930,,,,"Pigeon peas, uncooked or cooked by steaming or boiling in water, frozen, if entered Oct. 1 through the following June 30, inclusive.",0.1,0.25
0710.29.40,07102940,,,,"Leguminous vegetables nesoi, uncooked or cooked by steaming or boiling in water, frozen.",0.1,0.25
0710.30.00,07103000,,,,"Spinach, New Zealand spinach and orache spinach (garden spinach), uncooked or cooked by steaming or boiling in water, frozen.",0.1,0.25
0710.40.00,07104000,,,,"Sweet corn, uncooked or cooked by steaming or boiling in water, frozen.",0.1,0.25
0710.80.15,07108015,,,,"Bamboo shoots and water chestnuts (other than Chinese water chestnuts), uncooked or cooked by steaming or boiling in water, frozen.",0.1,0.25
0710.80.20,07108020,,,,"Mushrooms, uncooked or cooked by steaming or boiling in water, frozen.",0.1,0.25
0710.80.40,07108040,,,,"Tomatoes, uncooked or cooked by steaming or boiling in water, frozen, if entered Mar. 1 thru July 14, incl. or Sept. 1 thru Nov. 14, incl.",0.1,0.25
0710.80.45,07108045,,,,"Tomatoes, uncooked or cooked by steaming or boiling in water, frozen, if entered July 15 through August 31, inclusive, in any year.",0.1,0.25
0710.80.50,07108050,,,,"Tomatoes, uncooked or cooked by steaming or boiling in water, frozen, if entered Nov. 15 through the following February, incl.",0.1,0.25
0710.80.65,07108065,,,,"Brussels sprouts, uncooked or cooked by steaming or boiling in water, frozen, not reduced in size.",0.1,0.25
0710.80.70,07108070,,,,"Vegetables nesoi, uncooked or cooked by steaming or boiling in water, frozen, not reduced in size.",0.1,0.25
0710.80.93,07108093,,,,"Okra, reduced in size, frozen.",0.1,0.25
0710.80.97,07108097,,,,"Vegetables nesoi, uncooked or cooked by steaming or boiling in water, frozen, reduced in size.",0.1,0.25
0710.90.11,07109011,,,,"Mixtures of pea pods and water chestnuts (other than Chinese water chestnuts), uncooked or cooked by steaming or boiling in water, frozen.",0.1,0.25
0710.90.91,07109091,,,,"Mixtures of vegetables not elsewhere specified or included, uncooked or cooked by steaming or boiling in water, frozen.",0.1,0.25
0711.40.00,07114000,,,,"Cucumbers including gherkins, provisionally preserved but unsuitable in that state for immediate consumption.",0.1,0.25
0711.51.00,07115100,,,,"Mushrooms of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption.",0.1,0.25
0711.59.10,07115910,,,,"Mushrooms, other than of the genus Agaricus, provisionally preserved but unsuitable in that state for immediate consumption.",0.1,0.25
0711.90.20,07119020,,,,"Leguminous vegetables, provisionally preserved but unsuitable in that state for immediate consumption.",0.1,0.25
0711.90.50,07119050,,,,"Onions, provisionally preserved but unsuitable in that state for immediate consumption.",0.1,0.25
0711.90.65,07119065,,,,"Vegetables nesoi, and mixtures of vegetables, provisionally preserved but unsuitable in that state for immediate consumption.",0.1,0.25
0712.20.20,07122020,,,,Dried onion powder or flour.,0.1,0.25
0712.20.40,07122040,,,,"Dried onions whole, cut, sliced or broken, but not further prepared.",0.1,0.25
